"session_id","citizenship","state","education","gender","genoccupation","politicalid","raceethnic","religion","religionid","age","posPrime","negPrime","ampDiff","all_same","complete_amp","shareAware","prime_present","target_present","influence","influence_unintentional","influence_intentional","strategy","strategy_noprime","anything_else"
"14578700",NA,"New Jersey","Bachelors degree","Male","Administrative Support","Slightly conservative","White","Catholic","Somewhat religious",56,1,0.257142857142857,0.742857142857143,0,1,0.971428571428571,78,99,94,51,90,"Most of my ratings were tied to the picture that appeared immediately before","Most of the time it was influenced by the picture before because it was a familiar picture","no"
"14578716","New Zealand",NA,"Bachelors degree","Male","Management","Neutral","White","None","Not at all religious",60,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14578739","United States","Washington","Some college","Female","Education","Neutral","Asian","Protestant","Very religious",22,0.857142857142857,0.171428571428571,0.685714285714286,0,1,0.914285714285714,98,96,100,87,81,"i dont know",NA,NA
"14578760","Australia",NA,"High school graduate","Female","Administrative Support","Slightly liberal","White","None","Not at all religious",42,0,0,0,1,1,0,98,0,1,1,1,"all the pictures became the same","by the way i responded","no"
"14578761","United States","Texas","Associates degree","Male","Retired/Unemployed","Strongly liberal","Hispanic","None","Not at all religious",25,0.714285714285714,0.285714285714286,0.428571428571429,0,1,0.671428571428571,100,100,90,86,76,"Whether the pictures conjured up good or bad memories.","The feeling I got while looking at the painting.","Memories were the deciding factor in most of my choices."
"14578792","United States","Idaho","Some college","Female","Food Service","Moderately liberal","White","Protestant","Very religious",20,0.428571428571429,0.285714285714286,0.142857142857143,0,1,0.485714285714286,100,100,67,37,72,"If I found the picture unnerving or uncomfortable enough that it distracted from the painting too much, or if the picture was likeable enough that it made the picture more enjoyable because I was in a positive mood afterwards.","If I liked the colors that were in the painting or not.",NA
"14578812","United States","Florida","Bachelors degree","Female","Administrative Support","Moderately conservative","White","Catholic","Moderately religious",61,0.828571428571429,0.0857142857142857,0.742857142857143,0,1,0.971428571428571,99,49,6,10,85,"I really only used the picture before the painting to make a decision","I guessed",NA
"14578845","United States","Arizona","Associates degree","Female","Business","Slightly conservative","White","Other","Very religious",26,0.742857142857143,0.6,0.142857142857143,0,1,0.642857142857143,94,100,78,20,78,"how the photo made me feel and if I liked the colors of the painitng","what it reminded me of or what it was similar to","n/a"
"14578848","United States","South Dakota","Some college","Male","Food Service","Strongly liberal","White","Protestant","Somewhat religious",20,0.714285714285714,0.4,0.314285714285714,0,1,0.4,100,0,23,38,73,"I decided to use the ar tas my baseline. If the art was good, I'd like it, if it was bad","I'm not sure","I was confused on instructions at first and I didn't realize the images would flash suddenly and then disappear."
"14578863","United States","Pennsylvania","High school graduate","Female","Healthcare","Neutral","Black",NA,"Not at all religious",24,0.857142857142857,0.0285714285714286,0.828571428571429,0,1,0.428571428571429,29,13,5,29,41,"i dont know my mind was thinking fast i guess .","i knew what all the pictures where so i didn't have that problem .","this was pretty fun . i would like to do another . thank you!"
"14578868","United States","Idaho","Some college","Male","Military","Neutral","Asian","Protestant","Somewhat religious",31,0.457142857142857,0,0.457142857142857,0,1,0.0142857142857143,NA,NA,NA,NA,NA,NA,NA,NA
"14578891","United States","South Carolina","Some college","Male",NA,"Neutral","Black","None","Not at all religious",18,0.962962962962963,0.217391304347826,0.745571658615137,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"14578894","Australia",NA,"Bachelors degree","Female","Administrative Support","Strongly liberal","White","Other","Somewhat religious",27,0.8,0.571428571428571,0.228571428571429,0,1,0.371428571428571,100,100,50,68,12,"I really tried to remember what the painting looked like and tried to forget how the first picture made me feel. I tried to be objective to the painting itself.",NA,NA
"14578900","United States","California","Bachelors degree","Female","Social Service","Moderately liberal","Middle Eastern","Muslim","Somewhat religious",44,0.942857142857143,0,0.942857142857143,0,1,0.585714285714286,100,100,100,51,35,"most of them",NA,"to fast to really process. Inaccurate opinion"
"14578909","India",NA,"Masters degree","Female","Computer/Math","Neutral","Asian","Hindu","Moderately religious",41,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14578911","United States",NA,"Bachelors degree","Male","Healthcare","Strongly conservative","White","Protestant","Very religious",59,1,0.0833333333333333,0.916666666666667,0,0,0.88,NA,NA,NA,NA,NA,NA,NA,NA
"14578960","United States",NA,"Ph.D.","Female","Education","Moderately liberal","White","Catholic","Somewhat religious",35,0.914285714285714,0.257142857142857,0.657142857142857,0,1,0.614285714285714,100,99,69,94,15,"just going with the instinct","if i didn't see either the picture of the painting then i wasn't influenced","na"
"14578976","United States","Virginia","Associates degree","Female","Healthcare","Slightly liberal","White","Other","Very religious",22,0.485714285714286,0.314285714285714,0.171428571428571,0,1,0.328571428571429,100,100,66,86,22,NA,NA,NA
"14578978","United States","California","Masters degree","Female","Education","Moderately liberal","Hispanic","Protestant","Moderately religious",41,1,1,0,1,1,0.585714285714286,15,19,NA,37,44,"Familiarity with first image","Familiarity with image",NA
"14579008","United States",NA,"Associates degree","Female","Retired/Unemployed","Slightly liberal","White","Other","Moderately religious",22,0,0,0,1,1,0,100,0,0,3,0,"if it was creepy","almost all. I only saw glimpses but what I saw","Take the creepy man out of your picture line up."
"14579016","United States","Idaho","Some college","Female","Production","Moderately conservative","White","Other","Very religious",21,0.514285714285714,0.171428571428571,0.342857142857143,0,1,0.242857142857143,100,100,29,90,17,NA,NA,NA
"14579017","India",NA,"Bachelors degree","Male","Engineers/Architects","Moderately conservative","Asian","Hindu","Somewhat religious",29,0.828571428571429,0.228571428571429,0.6,0,1,0.771428571428571,96,99,77,87,28,NA,NA,NA
"14579023","India",NA,"M.B.A.","Male","Management","Moderately liberal","Asian","Hindu","Moderately religious",44,0.0857142857142857,0.971428571428571,-0.885714285714286,0,1,0.142857142857143,100,100,51,6,75,"pictures with positivity","soothing pictures influenced","the pictures were too fast and at times went off, also english used to be made simpler for to match country usage"
"14579222","South Africa",NA,"Other advanced degree","Female","Business","Moderately conservative","White","Protestant","Very religious",35,0.685714285714286,0.285714285714286,0.4,0,1,0.471428571428571,91,12,48,50,71,NA,"not influenced",NA
"14579234","Belgium",NA,"Masters degree","Female","Arts/Design/Entertainment/Sports","Strongly liberal","White","Catholic","Not at all religious",48,0.542857142857143,0.685714285714286,-0.142857142857143,0,1,0.171428571428571,100,99,9,16,7,"I have concentrate mysel mor on the abstract picture. So I think I didn't py attention that much on the real image","I try to reminder which image stay longer in my head. If this is the abstract image, then I consider I was not influenced. If this is the rel image, I consider myself  influenced","ll abstract images looks nice. maybe you should try to add awful one too."
"14579235","United Kingdom",NA,"Masters degree","Male","Engineers/Architects","Slightly liberal","White","None","Not at all religious",26,0.914285714285714,0.0285714285714286,0.885714285714286,0,1,1,100,0,100,50,49,"whether i can remmeber them","I saw them all",NA
"14579241","Germany",NA,"Masters degree","Female","Management","Strongly liberal","White","Protestant","Not at all religious",48,0.628571428571429,0.6,0.0285714285714286,0,1,0,100,99,0,61,100,"Not focussing on the picture, trying to ignore","Did not happen","Painting was presented not long enough to decide to if pleasant or not."
"14579253","United Kingdom",NA,"Some high school","Male","Retired/Unemployed","Moderately liberal","White","None","Not at all religious",18,0.571428571428571,0.742857142857143,-0.171428571428571,0,1,0.0857142857142857,100,100,11,60,18,"No particular strategy","I decided I wasn't influenced since I didn't see the picture and could not be biased by it.","No."
"14579255","United Kingdom",NA,"Some high school","Female","Food Service","Moderately liberal","White",NA,"Somewhat religious",18,0.714285714285714,0.514285714285714,0.2,0,1,0.214285714285714,92,0,34,89,13,"What the painting was of. E.g. the beach scene made me feel happy and the painting didn't as much but I couldn't help but put I.","Guessed","First few times on the practice go, I didn't realise that the grey box wasn't the abstract painting. The images went so fast I barely saw them. I had to train myself to see them."
"14579256","United Kingdom",NA,"High school graduate","Female","Sales","Strongly liberal","White","None","Not at all religious",17,0.628571428571429,0.542857142857143,0.0857142857142857,0,1,0.514285714285714,29,64,59,23,41,NA,NA,"its confusing"
"14579257","United Kingdom",NA,"High school graduate","Female","Sales",NA,"White","None","Not at all religious",17,0.628571428571429,0.457142857142857,0.171428571428571,0,1,0.485714285714286,100,0,48,71,5,NA,NA,NA
"14579263","United Kingdom",NA,"High school graduate","Male","Retired/Unemployed","Slightly liberal","White","None","Not at all religious",17,0.914285714285714,0.171428571428571,0.742857142857143,0,1,0.742857142857143,100,100,63,24,87,"no idea","guessed","no"
"14579265","United Kingdom",NA,"High school graduate","Male","Food Service","Strongly liberal","Multiracial","None","Not at all religious",17,0.485714285714286,0.171428571428571,0.314285714285714,0,1,0.214285714285714,100,100,17,86,43,NA,NA,NA
"14579266","United Kingdom",NA,"High school graduate","Male","Food Service","Slightly liberal","White","None","Not at all religious",18,0.657142857142857,0.714285714285714,-0.0571428571428572,0,1,0.142857142857143,100,100,100,53,55,"Literally no idea","Guessed","Pictures too fast"
"14579267","United Kingdom",NA,"High school graduate","Male","Food Service","Slightly liberal","White","Protestant","Moderately religious",18,0.742857142857143,0.0857142857142857,0.657142857142857,0,1,0.728571428571429,80,74,45,50,72,NA,NA,NA
"14579281","United Kingdom",NA,"Some college","Female",NA,"Neutral","White","None","Not at all religious",17,0.628571428571429,0.628571428571429,0,0,1,0.0857142857142857,69,29,22,20,12,NA,NA,NA
"14579284","Greece",NA,"Masters degree","Female",NA,NA,"White",NA,NA,32,0.259259259259259,0.173913043478261,0.0853462157809984,0,0,0.22,NA,NA,NA,NA,NA,NA,NA,NA
"14579289","United Kingdom",NA,"Some high school","Male","Education","Neutral","White","None","Not at all religious",18,0.857142857142857,0.142857142857143,0.714285714285714,0,1,0.157142857142857,100,100,0,0,0,"dint","assumed it was good","balls"
"14579291","United Kingdom",NA,"High school graduate","Female","Food Service","Slightly liberal","White","None","Not at all religious",18,0.828571428571429,0.0285714285714286,0.8,0,1,0.628571428571429,100,67,58,36,32,"stay focused and focus on my brain on the image before the painting","i guessed using my memory","it was quite hard to stay focused"
"14579296","United Kingdom",NA,"High school graduate","Female","Arts/Design/Entertainment/Sports","Neutral","White","None","Not at all religious",18,0.857142857142857,0.114285714285714,0.742857142857143,0,1,0.214285714285714,100,99,51,48,47,"i got bored of the pictures repeating","it doesn't influence me","no"
"14579300","United States","California","Associates degree","Female","Retired/Unemployed","Moderately liberal","Asian","Buddhist","Not at all religious",23,0.885714285714286,0.0571428571428571,0.828571428571429,0,1,0.171428571428571,100,50,0,0,0,"focused on the picture instead",NA,NA
"14579303","United Kingdom",NA,"Some college","Female",NA,"Neutral","White","None","Somewhat religious",17,0.857142857142857,0.771428571428571,0.0857142857142856,0,1,0.0571428571428571,100,0,2,100,0,NA,NA,NA
"14579304","Poland",NA,NA,"Female",NA,NA,"White","Catholic","Moderately religious",17,0.885714285714286,0.171428571428571,0.714285714285714,0,1,0.657142857142857,100,100,52,44,49,"if I liked the picture I saw I liked the painting because I associated them with each other","I choose on random",NA
"14579305","United Kingdom",NA,"High school graduate","Male",NA,"Neutral","White","None","Not at all religious",18,0,0.857142857142857,-0.857142857142857,0,1,0.842857142857143,49,54,91,78,19,NA,"random for picture, didn't see any paintings",NA
"14579306","United Kingdom",NA,"Some high school","Female","Education","Neutral","White","None","Not at all religious",17,0.0857142857142857,0.0285714285714286,0.0571428571428571,0,1,0.128571428571429,100,100,47,50,51,"I got bored of pressing the button over and over so I wanted to mix it up a bit. Also some was accidental.","I decided that it didnt influence me.","I wasnt sure what was going on."
"14579335","United Kingdom",NA,"Some college","Female","Food Service","Neutral","White",NA,"Not at all religious",17,0.545454545454545,0.333333333333333,0.212121212121212,0,0,0.55,NA,NA,NA,NA,NA,NA,NA,NA
"14579347","India",NA,"Masters degree","Male","Computer/Math","Neutral","Asian","Hindu","Moderately religious",32,0.542857142857143,0.0571428571428571,0.485714285714286,0,1,0.928571428571429,100,0,90,4,93,"Trying to think about the picture I saw and reflecting on the emotions I felt.","Chose either answer and then pressed 0 for not influenced.","Nope"
"14579374","United Kingdom",NA,"Some high school","Female","Education","Neutral","White","Other","Not at all religious",18,0.942857142857143,0.114285714285714,0.828571428571429,0,1,0.871428571428571,NA,NA,NA,NA,NA,NA,NA,NA
"14579383","United States","California","High school graduate","Male","Retired/Unemployed","Moderately conservative","Asian","Catholic","Somewhat religious",18,0.514285714285714,0.485714285714286,0.0285714285714285,0,1,0.228571428571429,100,100,51,67,66,"I payed attention to the colors and their contrast and whether or not I found that pleasant or not.","I chose the response that I thought was less picked.","No"
"14579389","United States",NA,"Masters degree","Male","Education","Slightly conservative","White","Catholic","Very religious",43,0.771428571428571,0.285714285714286,0.485714285714286,0,1,0.471428571428571,99,52,54,52,53,"how i felt about the image","guessed","too repetitive"
"14579401","United Kingdom",NA,"Bachelors degree","Female","Administrative Support","Strongly liberal","White","Catholic","Somewhat religious",22,0.0857142857142857,0.142857142857143,-0.0571428571428571,0,1,0.3,98,1,15,10,16,"if it made me like or dislike the painting more","preferred the pictures","no"
"14579420","Germany",NA,"High school graduate","Female","Education","Slightly liberal","White","Protestant","Moderately religious",19,0.6,0.257142857142857,0.342857142857143,0,1,0.571428571428571,94,80,68,84,79,"Thinking if I really didn't like the picture and give myself a fact why. If I didn't had one I knew I was influenced.","To be honest I thought that all the time there were an abstract and a photo.","no"
"14579422","United Kingdom",NA,"Masters degree","Female","Social Service","Moderately liberal","White","None","Not at all religious",45,0.857142857142857,0.428571428571429,0.428571428571429,0,1,0.514285714285714,100,99,60,60,1,"If I could remember the picture & painting and if i had a strong feeling about the painting","how if felt about the one i had seen","Sometimes it went too fast to remember what exactly had been shown"
"14579453","United Kingdom",NA,"Bachelors degree","Female","Management","Moderately liberal","White","None","Not at all religious",26,0.914285714285714,0.0285714285714286,0.885714285714286,0,1,0.985714285714286,100,0,100,6,72,"none","I just presumed I was","I don't know if I did it right"
"14579458",NA,NA,"Masters degree","Female","Healthcare","Slightly liberal","White","Other","Somewhat religious",43,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14579461","India",NA,"Masters degree","Male","Engineers/Architects","Neutral","Asian","Hindu","Somewhat religious",46,0.714285714285714,0.228571428571429,0.485714285714286,0,1,0.528571428571429,9,8,34,7,10,"Emotions developed by the glimpse of the pic","Almost all the picture  did not have a trial","none"
"14579477","United Kingdom",NA,"Bachelors degree","Male","Business","Moderately liberal","White","Muslim","Somewhat religious",28,1,0.0857142857142857,0.914285714285714,0,1,0.3,100,17,18,19,61,NA,NA,NA
"14579479","India",NA,"Bachelors degree","Female",NA,"Neutral","Asian","Catholic","Somewhat religious",25,0.96,0.84,0.12,0,0,0.92,NA,NA,NA,NA,NA,NA,NA,NA
"14579483","Ireland",NA,"Some college","Female","Retired/Unemployed","Moderately liberal","White","Protestant","Not at all religious",23,0.914285714285714,0.314285714285714,0.6,0,1,0.814285714285714,95,6,100,0,100,"I couldn't even see the painting","by the pictures","it was too fast to see any and confusing"
"14579514","United States","Massachusetts","Some graduate school","Female",NA,"Moderately liberal","Multiracial","Catholic","Somewhat religious",65,1,1,0,1,1,0,100,100,0,0,0,"I based my decision on the painting and blocked out the other influence entirely.","There were none like that.","No"
"14579519","United States","Minnesota","Bachelors degree","Female","Healthcare","Moderately conservative","White","Protestant","Moderately religious",28,1,0.257142857142857,0.742857142857143,0,1,0.985714285714286,48,47,1,0,1,"honesty to myself","random","no"
"14579520","United States","Pennsylvania","Bachelors degree","Female","Healthcare","Moderately liberal","White","Catholic","Moderately religious",25,0.657142857142857,0.342857142857143,0.314285714285714,0,1,0.657142857142857,100,100,71,100,79,"If the painting made me feel bad and the image before was upsetting then I assumed the image had something to do with it.","assumed I was uninfluenced","the images and paintings went so fast sometimes I missed it and had to guess. Assumed in beginning the gray fuzzy image at the end was the painting."
"14579521","India",NA,"Bachelors degree","Male","Engineers/Architects","Slightly conservative","Asian","Hindu","Somewhat religious",33,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14579529","Netherlands",NA,"Some college","Female",NA,"Moderately liberal","White","None","Not at all religious",58,1,1,0,1,1,0,100,100,0,0,1,"It is just trips and colours","if I saw nothing it was in my opnion not worse so better","It was all going to fast for me"
"14579533","United States","Pennsylvania","High school graduate","Female","Healthcare","Strongly liberal","Black","Catholic","Moderately religious",21,1,0.257142857142857,0.742857142857143,0,1,0.185714285714286,NA,NA,NA,NA,NA,"9","I don't know","No"
"14579534","United States","Virginia","Masters degree","Female","Education","Slightly liberal","White","None","Not at all religious",44,0.742857142857143,0.628571428571429,0.114285714285714,0,1,0.2,92,90,70,89,11,"If I thought I liked the painting more because of the image right before it, I paused longer and reflected, especially if I thought I had seen it before with another image.","Best guess!",NA
"14579537","Jamaica",NA,"M.D.","Female",NA,"Neutral","Multiracial","Protestant","Moderately religious",43,0.685714285714286,0.2,0.485714285714286,0,1,0.828571428571429,98,52,52,85,93,"The pictures/paintings were disappearing too fast. Some I felt that I did not really see or register in my brain although I know that they were there. Some just stood out","how I felt when I saw the picture painting","I had to spend too much time trying to remember what letter to press for pleasant or unpleasant and then the number to press. I did not feel that it was intuitive. I spent more time trying to remember that than the actual experiment. Just a thought.."
"14579543","Greece",NA,"Some graduate school","Female","Management","Neutral","Multiracial","Muslim","Moderately religious",38,0.171428571428571,0.0571428571428571,0.114285714285714,0,1,0,99,17,6,11,22,"Slowed it down in my head to understand more of what was in the picture","I can't remember","It was hard to keep up with the flashing images"
"14579550","Singapore",NA,"Bachelors degree","Female","Business","Strongly liberal","Asian","Buddhist","Not at all religious",24,0,0.571428571428571,-0.571428571428571,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14579556","Australia",NA,"Bachelors degree","Female","Education","Moderately liberal","White","None","Not at all religious",25,0.485714285714286,0.0285714285714286,0.457142857142857,0,1,0.985714285714286,100,100,100,100,0,"I thought about if I was thinking about the picture or the painting","my feelings","nope"
"14579562","United States","Pennsylvania","Bachelors degree","Other","Sales","Strongly liberal","White","Catholic","Somewhat religious",40,0.914285714285714,0,0.914285714285714,0,1,0,99,0,100,99,49,"i don't know why i thought the pictures were the paintings","i always went by the picture","i never really seen the paintings"
"14579582","Brazil",NA,"M.B.A.","Female","Management","Moderately liberal","White","Catholic","Somewhat religious",42,0.942857142857143,0.342857142857143,0.6,0,1,0.585714285714286,100,100,52,83,62,"thinks I knew I liked or disliked","I just decided not to be influenced",NA
"14579587","Canada",NA,"Bachelors degree","Male","Business","Slightly conservative","White","Catholic","Moderately religious",24,0.885714285714286,0.0285714285714286,0.857142857142857,0,1,1,100,50,100,100,65,"A lot of the time the picture stuck with me more than the painting did, making me judge the picture itself rather than the painting","an implicit feeling I got from the quick flash of whatever I saw","N/A"
"14579592","India",NA,"Ph.D.","Female","Engineers/Architects","Moderately liberal","Asian","None","Not at all religious",34,0.828571428571429,0.628571428571429,0.2,0,1,0.171428571428571,100,100,28,16,0,NA,NA,NA
"14579600","United States","Indiana","M.B.A.","Female","Management","Neutral","Black","Protestant","Moderately religious",66,0.6,0.428571428571429,0.171428571428571,0,1,0.514285714285714,91,88,61,49,17,"I am not sure.  If you blinked you would miss them.  tried to do as instructed and not allow influence.  Cute pictures pull you towards liking as opposed to others.","I just guessed based on what I remember seeing in the blink of an eye.","I did notice that pictures were sometimes paired with different art.  As such, my rating of the picture may have changed."
"14579602","United States","Texas","Some graduate school","Male","Management","Neutral","White","Protestant","Somewhat religious",41,0.314285714285714,0.257142857142857,0.0571428571428572,0,1,0,98,3,2,2,98,"I like paintings with a more green background so I chose those and disliked the others.","I don't think there were any of those, but if there were I'd have erred on the side of disliking and saying that the picture I didn't see didn't influence me.","I really didn't like any of the paintings, but had to draw the line somewhere and chose my favorite color green."
"14579604","Canada",NA,"Some college","Female","Business","Neutral","White","Catholic","Somewhat religious",33,0.885714285714286,0.2,0.685714285714286,0,1,0.7,100,0,100,99,94,"based on the photos before it","i tried to choose unsatisfied but hit the wrong button a few times","I was disctracted"
"14579614","Brazil",NA,"M.B.A.","Male","Business","Slightly liberal","White","Catholic","Somewhat religious",48,0.771428571428571,0.714285714285714,0.0571428571428572,0,1,0.0428571428571429,100,0,9,12,71,NA,NA,NA
"14579622","United Kingdom",NA,"Associates degree","Male","Management","Moderately liberal","White","None","Not at all religious",52,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14579625","United States","California","Masters degree","Male","Arts/Design/Entertainment/Sports","Strongly liberal","Pacific Islander","Catholic","Somewhat religious",63,0.314285714285714,0.0285714285714286,0.285714285714286,0,1,0.971428571428571,100,100,99,96,99,"I just stuck with the process, albeit it frustrating; barely time to see anything, real life and abtract images went by too fast too really match my thoughts.","i guessed.","why wouldn't there be at least 3 seconds to see the abstract? this way, i could make a better effort at ignoring the real life image and just respond to the abstract."
"14579644","United Kingdom",NA,"Masters degree","Male","Education","Moderately liberal","White","None","Not at all religious",40,0,0,0,1,1,0,100,0,35,100,27,"ignore it","always saw","no"
"14579648","United States","North Carolina","Bachelors degree","Female","Social Service","Slightly liberal","Asian","Hindu","Moderately religious",29,0.914285714285714,0,0.914285714285714,0,1,1,99,0,99,51,53,"Whether the picture was pleasant to look at",NA,NA
"14579686","United States","New York","Bachelors degree","Female",NA,NA,"White","Catholic","Moderately religious",63,1,0.2,0.8,0,1,0.7,98,2,58,63,63,NA,"gut reaction","no"
"14579687","United States","Illinois","Bachelors degree","Female","Administrative Support","Strongly conservative","White","Protestant","Somewhat religious",33,0.942857142857143,0.314285714285714,0.628571428571429,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"14579688","United States","Virginia","Some graduate school","Female","Administrative Support","Strongly liberal","Black","Protestant","Moderately religious",28,0,0,0,1,1,0,100,99,3,2,2,"I did not associate the first picture with the second. I just kept seeing a black and white image and it was unpleasant.","I just focused on the black and white image I was continuosly shown.",NA
"14579695","United Kingdom",NA,"Bachelors degree","Male","Management","Neutral","White","None","Not at all religious",50,0.742857142857143,0.628571428571429,0.114285714285714,0,1,0.642857142857143,3,97,85,97,10,"colours and shapes","I saw all","This was not easy to determine"
"14579697","United States","Deleware","Some college","Female",NA,"Neutral","Black","Protestant","Somewhat religious",56,1,1,0,1,1,0,100,7,1,0,0,"None","I don't recall","No"
"14579698","United States","Oregon","Masters degree","Female","Administrative Support","Neutral","White","None","Not at all religious",38,0.685714285714286,0.685714285714286,0,0,1,0,100,100,0,0,0,"I was able to confidently treat the pictures and the paintings each as their own entity.","Thought the speed of display was fast, I was able to see all of them.","I found it interesting that my judgement of the paintings tended to be reactive to the background color used over the other elements. In instances where the background was mostly covered, I tended to not like those as much because they seemed too busy."
"14579699","United States","Pennsylvania","Masters degree","Male","Protective Service","Moderately conservative","White","Protestant","Moderately religious",43,0.942857142857143,0.0571428571428571,0.885714285714286,0,1,0.0285714285714286,100,86,69,91,92,"I misunderstood the directions until I was near the end of the ratings -- I thought I was to focus on rating the pictures -- not the abstract paintings.  I self-corrected for the last three or four pictures that I reviewed.","I saw a picture in all of them and this was what influenced me until I adjusted to follow the directions for the last few images.","Even though I tried to pay attention - I mis-understood the directions and feel that I did not participate correctly.  I was not expecting such rapid display of the images and the weird use of E and I (even with the written reminder) did not assist me in the endeavor -- the E and I didn't help me remember what feeling they corresponding with.  I'm fairly intelligent and educated and can see how there may be a great number of people that will not completely follow the participant instructions."
"14579705","United Kingdom",NA,"Masters degree","Male","Arts/Design/Entertainment/Sports","Moderately liberal","White","None","Not at all religious",31,0.6,0.657142857142857,-0.0571428571428572,0,1,0.0428571428571429,100,100,26,49,58,NA,NA,NA
"14579707","United States","Michigan","Masters degree","Male","Healthcare","Neutral","White","Catholic","Somewhat religious",46,0.828571428571429,0.0285714285714286,0.8,0,1,0.814285714285714,100,99,28,85,34,"focusing on the picture at first then reshifting focus to the painting","if I was unable to clearly see picture or painting, I was not influenced","no thank you"
"14579716","United Kingdom",NA,"Masters degree","Male","Business","Moderately liberal","White","None","Not at all religious",34,0.657142857142857,0.314285714285714,0.342857142857143,0,1,0.214285714285714,92,97,15,65,66,"Appraising my emotion immediately after","If I didn't see one I assumed I wan't influenced","I was unable to make many rational assessments on the abstract art"
"14579717","Brazil",NA,"M.B.A.",NA,"Management",NA,"White","Catholic","Somewhat religious",42,0.935483870967742,0.103448275862069,0.832035595105673,0,0,0.933333333333333,NA,NA,NA,NA,NA,NA,NA,NA
"14579731","United States","California","Associates degree","Female","Management","Strongly liberal","Hispanic","Protestant","Moderately religious",21,1,0.942857142857143,0.0571428571428572,0,1,0.157142857142857,59,51,33,78,53,"What was the main color of the painting and how many lines it has","which one I remembered the most",NA
"14579737","United States","Minnesota","Ph.D.","Male","Engineers/Architects","Moderately liberal","Asian","Hindu","Somewhat religious",56,0.857142857142857,0.2,0.657142857142857,0,1,0.585714285714286,99,100,67,40,38,"looks happy, innocent","the picture",NA
"14579743","United States","Wisconsin","Bachelors degree","Female","Engineers/Architects","Moderately liberal","White","None","Not at all religious",23,0.685714285714286,0.257142857142857,0.428571428571429,0,1,0.6,87,87,78,65,76,"how disgusted I was by the image","i guessed","those were really fast I definitely missed some due to blinking"
"14579748","Turkey",NA,"Masters degree","Female","Management","Moderately liberal","White","None","Not at all religious",27,0.514285714285714,0.514285714285714,0,0,1,0.257142857142857,100,100,76,23,76,"I tried to judge how quickly I made the decisions, and I tried to assess whether I was making the decision by thinking or feeling.","For those trials, I tried to internally measure the amount of time it took me to make the decision and looked at whether it was taking much time for me to remember an image.","I have a roach phobia, so I wouldn't recommend putting those images to the sample since they would have probably affected the choices I made following seeing the bug images."
"14579749","United Kingdom",NA,"Bachelors degree","Female","Social Service","Moderately liberal","White","None","Not at all religious",34,0.971428571428571,0.685714285714286,0.285714285714286,0,1,0.271428571428571,97,100,51,76,38,"Tried to remember the picture and figure out if that would have evoked a particular feeling","Just went on gut instinct mixed with blind panic at having to answer it!","It was surprisingly stressful to answer the questions as it was so fast"
"14579762","United States","North Carolina","Masters degree","Female",NA,NA,"Black","Protestant","Moderately religious",30,0.6,0.142857142857143,0.457142857142857,0,1,0.185714285714286,0,0,28,58,30,NA,"I became flustered and clicked anything",NA
"14579768","United Kingdom",NA,"Bachelors degree","Male","Business","Neutral","White","None","Not at all religious",29,0.923076923076923,0.208333333333333,0.71474358974359,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14579771","United States","Indiana","Bachelors degree","Male","Computer/Math","Moderately liberal","Black","Protestant","Very religious",52,0.8,0,0.8,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"14579787","United States","Maine","Masters degree","Male","Education","Strongly conservative","White","Protestant","Somewhat religious",54,1,1,0,1,1,0,100,99,0,1,0,"Test seems flawed or directions are not clear to me. Pictures and images were too rapid for me to get a grasp on. My results will most likely be invalid.","Iwent to a default approve all mode because of difficulty with the task.","Perhaps make instructions more clear for this task?"
"14579798","Argentina",NA,"High school graduate","Male","Computer/Math","Strongly liberal","White","None","Not at all religious",48,0.914285714285714,0.228571428571429,0.685714285714286,0,1,0.914285714285714,98,98,100,0,100,NA,NA,NA
"14579828","United States","Texas","Bachelors degree","Female","Management","Moderately conservative","White","Protestant","Very religious",42,0.714285714285714,0.257142857142857,0.457142857142857,0,1,0.357142857142857,99,99,50,26,81,"Could I remember the colors in the painting or just the photo.","Selected I was influenced if I could only remember the photo, not influenced if I could only remember the painting.","I was surprised by how quickly the photos appeared and then disappeared."
"14579834","India",NA,"Masters degree","Male","Computer/Math","Neutral","Asian","Hindu","Somewhat religious",37,0.914285714285714,0.371428571428571,0.542857142857143,0,1,0.942857142857143,47,49,46,51,55,"influenced by the picture","random",NA
"14579839","United States","Nevada","M.B.A.","Male","Management","Neutral","White","None","Not at all religious",36,0.428571428571429,0.457142857142857,-0.0285714285714286,0,1,0,100,100,0,0,0,"Colors","Color","Was hard to see the second picture"
