success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,rt,stimulus,response,phase,valence,prime_image,past_response_label,past_session_id
,,,,,image-keyboard-response,216,2.1.0,253622,null,Targets/pic57.jpg,null,target,,,,
,,,,,html-keyboard-response,217,2.1.0,254938,1315,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,218,2.1.0,255216,278,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,219,2.1.0,255722,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,220,2.1.0,255824,null,Primes/unpleasant_9.jpg,null,prime,unpleasant,Primes/unpleasant_9.jpg,,
,,,,,html-keyboard-response,221,2.1.0,255926,null,,null,blank,,,,
,,,,,image-keyboard-response,222,2.1.0,256128,null,Targets/pic34.jpg,null,target,,,,
,,,,,html-keyboard-response,223,2.1.0,257655,1526,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,224,2.1.0,257888,232,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,225,2.1.0,258389,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,226,2.1.0,258494,null,Primes/unpleasant_10.jpg,null,prime,unpleasant,Primes/unpleasant_10.jpg,,
,,,,,html-keyboard-response,227,2.1.0,258595,null,,null,blank,,,,
,,,,,image-keyboard-response,228,2.1.0,258797,null,Targets/pic73.jpg,null,target,,,,
,,,,,html-keyboard-response,229,2.1.0,259216,418,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,230,2.1.0,259459,242,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,231,2.1.0,259960,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,232,2.1.0,260061,null,Primes/unpleasant_3.jpg,null,prime,unpleasant,Primes/unpleasant_3.jpg,,
,,,,,html-keyboard-response,233,2.1.0,260163,null,,null,blank,,,,
,,,,,image-keyboard-response,234,2.1.0,260365,null,Targets/pic12.jpg,null,target,,,,
,,,,,html-keyboard-response,235,2.1.0,260899,533,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,236,2.1.0,261105,206,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,237,2.1.0,261607,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,238,2.1.0,261710,null,Primes/unpleasant_2.jpg,null,prime,unpleasant,Primes/unpleasant_2.jpg,,
,,,,,html-keyboard-response,239,2.1.0,261812,null,,null,blank,,,,
,,,,,image-keyboard-response,240,2.1.0,262014,null,Targets/pic79.jpg,null,target,,,,
,,,,,html-keyboard-response,241,2.1.0,262447,433,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,242,2.1.0,262696,249,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,243,2.1.0,263198,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,244,2.1.0,263301,null,Primes/pleasant12.jpg,null,prime,pleasant,Primes/pleasant12.jpg,,
,,,,,html-keyboard-response,245,2.1.0,263403,null,,null,blank,,,,
,,,,,image-keyboard-response,246,2.1.0,263606,null,Targets/pic27.jpg,null,target,,,,
,,,,,html-keyboard-response,247,2.1.0,264232,626,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,248,2.1.0,264402,169,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,249,2.1.0,264903,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,250,2.1.0,265006,null,Primes/unpleasant_2.jpg,null,prime,unpleasant,Primes/unpleasant_2.jpg,,
,,,,,html-keyboard-response,251,2.1.0,265108,null,,null,blank,,,,
,,,,,image-keyboard-response,252,2.1.0,265310,null,Targets/pic51.jpg,null,target,,,,
,,,,,html-keyboard-response,253,2.1.0,266123,812,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,254,2.1.0,266319,195,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,255,2.1.0,266820,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,256,2.1.0,266922,null,Primes/pleasant3.jpg,null,prime,pleasant,Primes/pleasant3.jpg,,
,,,,,html-keyboard-response,257,2.1.0,267024,null,,null,blank,,,,
,,,,,image-keyboard-response,258,2.1.0,267227,null,Targets/pic13.jpg,null,target,,,,
,,,,,html-keyboard-response,259,2.1.0,267824,597,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,260,2.1.0,268021,196,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,261,2.1.0,268523,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,262,2.1.0,268626,null,Primes/pleasant10.jpg,null,prime,pleasant,Primes/pleasant10.jpg,,
,,,,,html-keyboard-response,263,2.1.0,268729,null,,null,blank,,,,
,,,,,image-keyboard-response,264,2.1.0,268930,null,Targets/pic69.jpg,null,target,,,,
,,,,,html-keyboard-response,265,2.1.0,269713,782,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,266,2.1.0,269913,199,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,267,2.1.0,270414,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,268,2.1.0,270516,null,Primes/pleasant3.jpg,null,prime,pleasant,Primes/pleasant3.jpg,,
,,,,,html-keyboard-response,269,2.1.0,270619,null,,null,blank,,,,
,,,,,image-keyboard-response,270,2.1.0,270821,null,Targets/pic14.jpg,null,target,,,,
,,,,,html-keyboard-response,271,2.1.0,271305,484,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,272,2.1.0,271543,238,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,273,2.1.0,281271,9726,"During the second and final task, you will see how a past participant in a study just like this one responded to the abstract paintings.<br><br>
      Just like you, this participant saw two pictures back to back: first a real-life image and then an abstract painting.<br><br>
      <b>Just like you, this participant was told that the first image is simply a warning signal for the abstract painting and should be ignored.<b><br><br>
        The participant’s task, just like yours, was to <b>judge how visually pleasant each abstract painting is. <b>", ,,,,,
,,,,,html-keyboard-response,274,2.1.0,283504,1230,"If the abstract painting was <b>less visually pleasant than average</b>, 
      the participant pressed the <b>E key on the left</b>.<br><br>  
      If the abstract painting was <b>more visually pleasant than average</b>, the participant pressed the <b>I key on the right</b>.<br><br>     
      The participant was warned that the first (real-life) image could sometimes bias judgments of the abstract paintings.<br><br> 
      <b>Therefore, the participant was asked to try their absolute best not to let the real-life images bias their judgment of the abstract paintings.</b>", ,,,,,
,,,,,html-keyboard-response,275,2.1.0,287575,3068,"On each trial, we will show you the real-life image and the abstract painting that the previous participant saw.<br><br>
      Afterwards, we will tell you whether the participant rated the abstract painting as <b>Pleasant</b> or as <b>Unpleasant</b><br><br>
        Similar to the previous task, your job will be to tell us whether you think the other participant’s judgment of the abstract painting was influenced by the real-life image.<br><br>
        If you think that the participant’s judgment of the abstract painting was influenced by the image that came before it, then press the 1 key.<br><br>
        And if you think that the participant’s judgment of the abstract painting was NOTinfluenced by the image that came before it, then press the 0 key.", ,,,,,
,,,,,html-keyboard-response,276,2.1.0,292828,4250,"Remember: On each trial, we will show you the real-life image and the abstract painting that a previous participant saw. Afterwards, you will be shown if they rated the abstract painting as pleasant or as unpleasant.<br><br>
      If you think that the participant’s rating of the abstract painting was influenced by the real-life image that appeared just before it, press the 1 key. And if you think it was notinfluenced by the real-life image, press the 0 key.<br><br>
      Ready? Press the space barto begin.", ,,,,,
,,,,,html-keyboard-response,277,2.1.0,294332,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,278,2.1.0,294434,null,Primes/unpleasant11.jpg,null,prime,unpleasant,Primes/unpleasant11.jpg,,
,,,,,html-keyboard-response,279,2.1.0,294537,null,,null,blank,,,,
,,,,,image-keyboard-response,280,2.1.0,294739,null,Targets/pic9.jpg,null,target,,,,
,,,,,html-keyboard-response,281,2.1.0,296185,1445,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,282,2.1.0,301841,5655,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Unpleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Unpleasant,14580134
,,,,,html-keyboard-response,283,2.1.0,302342,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,284,2.1.0,302443,null,Primes/unpleasant4.jpg,null,prime,unpleasant,Primes/unpleasant4.jpg,,
,,,,,html-keyboard-response,285,2.1.0,302545,null,,null,blank,,,,
,,,,,image-keyboard-response,286,2.1.0,302748,null,Targets/pic69.jpg,null,target,,,,
,,,,,html-keyboard-response,287,2.1.0,304504,1755,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,288,2.1.0,306691,2186,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Unpleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Unpleasant,14580134
,,,,,html-keyboard-response,289,2.1.0,307192,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,290,2.1.0,307295,null,Primes/unpleasant11.jpg,null,prime,unpleasant,Primes/unpleasant11.jpg,,
,,,,,html-keyboard-response,291,2.1.0,307397,null,,null,blank,,,,
,,,,,image-keyboard-response,292,2.1.0,307600,null,Targets/pic43.jpg,null,target,,,,
,,,,,html-keyboard-response,293,2.1.0,308412,811,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,294,2.1.0,310215,1802,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,295,2.1.0,310716,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,296,2.1.0,310818,null,Primes/pleasant7.jpg,null,prime,pleasant,Primes/pleasant7.jpg,,
,,,,,html-keyboard-response,297,2.1.0,310921,null,,null,blank,,,,
,,,,,image-keyboard-response,298,2.1.0,311123,null,Targets/pic6.jpg,null,target,,,,
,,,,,html-keyboard-response,299,2.1.0,312100,976,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,300,2.1.0,313717,1616,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",1,,,,Pleasant,14580134
,,,,,html-keyboard-response,301,2.1.0,314218,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,302,2.1.0,314320,null,Primes/unpleasant12.jpg,null,prime,unpleasant,Primes/unpleasant12.jpg,,
,,,,,html-keyboard-response,303,2.1.0,314422,null,,null,blank,,,,
,,,,,image-keyboard-response,304,2.1.0,314624,null,Targets/pic23.jpg,null,target,,,,
,,,,,html-keyboard-response,305,2.1.0,315655,1029,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,306,2.1.0,317941,2285,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Unpleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Unpleasant,14580134
,,,,,html-keyboard-response,307,2.1.0,318445,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,308,2.1.0,318547,null,Primes/unpleasant4.jpg,null,prime,unpleasant,Primes/unpleasant4.jpg,,
,,,,,html-keyboard-response,309,2.1.0,318649,null,,null,blank,,,,
,,,,,image-keyboard-response,310,2.1.0,318851,null,Targets/pic47.jpg,null,target,,,,
,,,,,html-keyboard-response,311,2.1.0,319679,827,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,312,2.1.0,322022,2343,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Unpleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Unpleasant,14580134
,,,,,html-keyboard-response,313,2.1.0,322523,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,314,2.1.0,322626,null,Primes/pleasant8.jpg,null,prime,pleasant,Primes/pleasant8.jpg,,
,,,,,html-keyboard-response,315,2.1.0,322727,null,,null,blank,,,,
,,,,,image-keyboard-response,316,2.1.0,322929,null,Targets/pic80.jpg,null,target,,,,
,,,,,html-keyboard-response,317,2.1.0,323656,727,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,318,2.1.0,325182,1525,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,319,2.1.0,325683,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,320,2.1.0,325786,null,Primes/pleasant11.jpg,null,prime,pleasant,Primes/pleasant11.jpg,,
,,,,,html-keyboard-response,321,2.1.0,325888,null,,null,blank,,,,
,,,,,image-keyboard-response,322,2.1.0,326091,null,Targets/pic45.jpg,null,target,,,,
,,,,,html-keyboard-response,323,2.1.0,327301,1210,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,324,2.1.0,328488,1187,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",1,,,,Pleasant,14580134
,,,,,html-keyboard-response,325,2.1.0,328990,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,326,2.1.0,329093,null,Primes/pleasant1.jpg,null,prime,pleasant,Primes/pleasant1.jpg,,
,,,,,html-keyboard-response,327,2.1.0,329195,null,,null,blank,,,,
,,,,,image-keyboard-response,328,2.1.0,329398,null,Targets/pic66.jpg,null,target,,,,
,,,,,html-keyboard-response,329,2.1.0,330027,629,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,330,2.1.0,330537,509,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",1,,,,Pleasant,14580134
,,,,,html-keyboard-response,331,2.1.0,331038,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,332,2.1.0,331141,null,Primes/unpleasant6.jpg,null,prime,unpleasant,Primes/unpleasant6.jpg,,
,,,,,html-keyboard-response,333,2.1.0,331242,null,,null,blank,,,,
,,,,,image-keyboard-response,334,2.1.0,331445,null,Targets/pic60.jpg,null,target,,,,
,,,,,html-keyboard-response,335,2.1.0,331997,551,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,336,2.1.0,332501,504,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Unpleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",1,,,,Unpleasant,14580134
,,,,,html-keyboard-response,337,2.1.0,333003,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,338,2.1.0,333105,null,Primes/pleasant4.jpg,null,prime,pleasant,Primes/pleasant4.jpg,,
,,,,,html-keyboard-response,339,2.1.0,333208,null,,null,blank,,,,
,,,,,image-keyboard-response,340,2.1.0,333410,null,Targets/pic44.jpg,null,target,,,,
,,,,,html-keyboard-response,341,2.1.0,334472,1061,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,342,2.1.0,334882,409,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",1,,,,Pleasant,14580134
,,,,,html-keyboard-response,343,2.1.0,335383,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,344,2.1.0,335486,null,Primes/pleasant11.jpg,null,prime,pleasant,Primes/pleasant11.jpg,,
,,,,,html-keyboard-response,345,2.1.0,335588,null,,null,blank,,,,
,,,,,image-keyboard-response,346,2.1.0,335790,null,Targets/pic22.jpg,null,target,,,,
,,,,,html-keyboard-response,347,2.1.0,336345,555,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,348,2.1.0,337419,1074,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,349,2.1.0,337921,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,350,2.1.0,338022,null,Primes/unpleasant3.jpg,null,prime,unpleasant,Primes/unpleasant3.jpg,,
,,,,,html-keyboard-response,351,2.1.0,338125,null,,null,blank,,,,
,,,,,image-keyboard-response,352,2.1.0,338325,null,Targets/pic18.jpg,null,target,,,,
,,,,,html-keyboard-response,353,2.1.0,338852,527,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,354,2.1.0,339951,1098,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",1,,,,Pleasant,14580134
,,,,,html-keyboard-response,355,2.1.0,340452,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,356,2.1.0,340554,null,Primes/pleasant9.jpg,null,prime,pleasant,Primes/pleasant9.jpg,,
,,,,,html-keyboard-response,357,2.1.0,340656,null,,null,blank,,,,
,,,,,image-keyboard-response,358,2.1.0,340858,null,Targets/pic77.jpg,null,target,,,,
,,,,,html-keyboard-response,359,2.1.0,341276,418,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,360,2.1.0,341767,490,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,361,2.1.0,342269,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,362,2.1.0,342372,null,Primes/unpleasant7.jpg,null,prime,unpleasant,Primes/unpleasant7.jpg,,
,,,,,html-keyboard-response,363,2.1.0,342474,null,,null,blank,,,,
,,,,,image-keyboard-response,364,2.1.0,342676,null,Targets/pic21.jpg,null,target,,,,
,,,,,html-keyboard-response,365,2.1.0,343282,606,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,366,2.1.0,344143,861,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,367,2.1.0,344644,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,368,2.1.0,344747,null,Primes/unpleasant1.jpg,null,prime,unpleasant,Primes/unpleasant1.jpg,,
,,,,,html-keyboard-response,369,2.1.0,344848,null,,null,blank,,,,
,,,,,image-keyboard-response,370,2.1.0,345050,null,Targets/pic1.jpg,null,target,,,,
,,,,,html-keyboard-response,371,2.1.0,345392,341,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,372,2.1.0,346068,675,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Unpleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Unpleasant,14580134
,,,,,html-keyboard-response,373,2.1.0,346570,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,374,2.1.0,346672,null,Primes/pleasant5.jpg,null,prime,pleasant,Primes/pleasant5.jpg,,
,,,,,html-keyboard-response,375,2.1.0,346773,null,,null,blank,,,,
,,,,,image-keyboard-response,376,2.1.0,346975,null,Targets/pic20.jpg,null,target,,,,
,,,,,html-keyboard-response,377,2.1.0,347133,157,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,378,2.1.0,347700,567,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,379,2.1.0,348202,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,380,2.1.0,348305,null,Primes/pleasant6.jpg,null,prime,pleasant,Primes/pleasant6.jpg,,
,,,,,html-keyboard-response,381,2.1.0,348407,null,,null,blank,,,,
,,,,,image-keyboard-response,382,2.1.0,348609,null,Targets/pic48.jpg,null,target,,,,
,,,,,html-keyboard-response,383,2.1.0,349025,415,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,384,2.1.0,349498,473,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,385,2.1.0,349998,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,386,2.1.0,350101,null,Primes/pleasant2.jpg,null,prime,pleasant,Primes/pleasant2.jpg,,
,,,,,html-keyboard-response,387,2.1.0,350202,null,,null,blank,,,,
,,,,,image-keyboard-response,388,2.1.0,350404,null,Targets/pic14.jpg,null,target,,,,
,,,,,html-keyboard-response,389,2.1.0,351033,629,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,390,2.1.0,351381,347,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,391,2.1.0,351882,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,392,2.1.0,351984,null,Primes/pleasant3.jpg,null,prime,pleasant,Primes/pleasant3.jpg,,
,,,,,html-keyboard-response,393,2.1.0,352086,null,,null,blank,,,,
,,,,,image-keyboard-response,394,2.1.0,352288,null,Targets/pic29.jpg,null,target,,,,
,,,,,html-keyboard-response,395,2.1.0,353490,1202,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,396,2.1.0,353796,306,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",1,,,,Pleasant,14580134
,,,,,html-keyboard-response,397,2.1.0,354296,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,398,2.1.0,354399,null,Primes/unpleasant7.jpg,null,prime,unpleasant,Primes/unpleasant7.jpg,,
,,,,,html-keyboard-response,399,2.1.0,354501,null,,null,blank,,,,
,,,,,image-keyboard-response,400,2.1.0,354703,null,Targets/pic19.jpg,null,target,,,,
,,,,,html-keyboard-response,401,2.1.0,355432,729,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,402,2.1.0,356132,700,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,403,2.1.0,356633,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,404,2.1.0,356735,null,Primes/unpleasant12.jpg,null,prime,unpleasant,Primes/unpleasant12.jpg,,
,,,,,html-keyboard-response,405,2.1.0,356837,null,,null,blank,,,,
,,,,,image-keyboard-response,406,2.1.0,357039,null,Targets/pic15.jpg,null,target,,,,
,,,,,html-keyboard-response,407,2.1.0,357701,662,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,408,2.1.0,358221,520,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Unpleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Unpleasant,14580134
,,,,,html-keyboard-response,409,2.1.0,358723,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,410,2.1.0,358825,null,Primes/unpleasant7.jpg,null,prime,unpleasant,Primes/unpleasant7.jpg,,
,,,,,html-keyboard-response,411,2.1.0,358926,null,,null,blank,,,,
,,,,,image-keyboard-response,412,2.1.0,359129,null,Targets/pic71.jpg,null,target,,,,
,,,,,html-keyboard-response,413,2.1.0,359516,386,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">", ,,,,,
,,,,,html-keyboard-response,414,2.1.0,359927,411,"Did the prime influence the past participant's judgment?<br><br>
          The past participant's response on this trial was: <b>Pleasant</b>.<br><br>
          Press the 1 key if you think that the past participant's response to the target was influenced by the prime,
          and press 0 if not.",0,,,,Pleasant,14580134
,,,,,html-keyboard-response,415,2.1.0,360428,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,416,2.1.0,360530,null,Primes/pleasant11.jpg,null,prime,pleasant,Primes/pleasant11.jpg,,
,,,,,html-keyboard-response,417,2.1.0,360632,null,,null,blank,,,,
,,,,,image-keyboard-response,418,2.1.0,360834,null,Targets/pic13.jpg,null,target,,,,
